OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
271	TARA_N000002017	TARA_125	SRF	[>0.8µm]	-8.9111	-142.557	TARA_125_SRF_0.8->	TARA_125	ERS492895	ERR1726714|ERR1726846|ERR1719213|ERR1719404|ERR1726643|ERR562437|ERR1719459	SAMEA2622824	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002017	2011-08-08T17:33	-4403	26.80604	35.42651	23.10143	0.004131	0.09801	5		187.3321	5.460123	0.000002359	0.01748565	0.02433348	6.146822453		433.979	55.3472328186035	0.000087528551375726	0.0032	0.0029	11.793852	0.0077	0	8.015136	0.1945	0.55725	3.7335	1.80475	109	40	119	14	274	281	0.278453	0.607756					0.0101	0.0033	0.0029	0	0.0255	0	0.057	0.004	-8.9111	-142.5571	0	winter	middle	-0.004254	0.014455	0
272	TARA_N000002019	TARA_125	SRF	[0.8-5µm]	-8.9111	-142.557	TARA_125_SRF_0.8-5	TARA_125	ERS492897	ERR1719395|ERR562670|ERR1719316|ERR1719207|ERR868352|ERR868382	SAMEA2622826	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002019	2011-08-08T17:33	-4403	26.80604	35.42651	23.10143	0.004131	0.09801	5		187.3321	5.460123	0.000002359	0.01748565	0.02433348	6.146822453		433.979	55.3472328186035	0.000087528551375726	0.0032	0.0029	11.793852	0.0077	0	8.015136	0.1945	0.55725	3.7335	1.80475	109	40	119	14	274	281	0.278453	0.607756					0.0101	0.0033	0.0029	0	0.0255	0	0.057	0.004	-8.9111	-142.5571	0	winter	middle	-0.004254	0.014455	0
273	TARA_N000002021	TARA_125	SRF	[5-20µm]	-8.9124	-142.559	TARA_125_SRF_5-20	TARA_125	ERS492912	ERR1719293|ERR1719145|ERR562513|ERR1719356|ERR1726822|ERR1726912|ERR1726691	SAMEA2656982	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002021	2011-08-08T23:43	-4457	26.80604	35.42651	23.10143	0.30032	0.09801	5		187.3321	5.460123	0.000002359	0.01748565	0.02433348	6.146822453		433.979	55.3472328186035	0.000087528551375726	0.0032	0.0029	11.793852	0.0077	0	8.015136	0.1945	0.55725	3.7335	1.80475	109	61	119	14	277	223	0.278453	0.607756					0.0101	0.0033	0.0029	0	0.0255	0	0.057	0.004	-8.9124	-142.5595	0	winter	middle	-0.004254	0.014455	0
274	TARA_N000002024	TARA_125	SRF	[20-180µm]	-8.894	-142.631	TARA_125_SRF_20-180	TARA_125	ERS492909	ERR1711923|ERR1726695|ERR1712102|ERR1726666|ERR1726903|ERR562621	SAMEA2657032	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002024	2011-08-08T21:50	-4457	26.80604	35.42651	23.10143	2.5733	0.09801	5		187.3321	5.460123	0.000002359	0.01748565	0.02433348	6.146822453		433.979	57.2346496582031	0.000101474102848442	0.0032	0.0029	11.793852	0.0077	0	8.015136	0.1945	0.55725	3.7335	1.80475	109	61	119	14	277	223	0.278453	0.607756					0.0101	0.0033	0.0029	0	0.0255	0	0.057	0.004	-8.894	-142.631	0	winter	middle	-0.004254	0.014455	0
275	TARA_N000002025	TARA_125	SRF	[180-2000µm]	-8.892	-142.636	TARA_125_SRF_180-2000	TARA_125	ERS492904	ERR1726745|ERR1726946|ERR1719385|ERR1719249|ERR1719295|ERR1726765|ERR562578	SAMEA2657071	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002025	2011-08-08T20:16	-4457	26.80604	35.42651	23.10143	2.9417	0.09801	5		187.3321	5.460123	0.000002359	0.01748565	0.02433348	6.146822453		433.979	57.2346496582031	0.000101474102848442	0.0032	0.0029	11.793852	0.0077	0	8.015136	0.1945	0.55725	3.7335	1.80475	109	61	119	14	277	223	0.278453	0.607756					0.0101	0.0033	0.0029	0	0.0255	0	0.057	0.004	-8.892	-142.6358	0	winter	middle	-0.004254	0.014455	0
276	TARA_N000002036	TARA_124	SRF	[>0.8µm]	-9.1504	-140.522	TARA_124_SRF_0.8->	TARA_124	ERS492824	ERR1726725|ERR1726569|ERR1726564|ERR1719194|ERR562518|ERR1719448|ERR1719389	SAMEA2622769	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002036	2011-08-04T18:33	-2640	26.572419	35.384031	23.143631	0.42481	0.1494	5	24.609687	190.378187	4.965553	0.000002459	0.023188621	0.052577804	6.232079824		524.257	73.1309623718262	0.000165427569299936	0.00937	0.01184	17.599899	0.01821	0.00774	7.870713	0.1665	0.63025	6.2015	2.53325	103	34	113	13	286	241	0.269235	0.68987					0.01686	0.00746	0.01184	0.00386	0.06849	0.00312	0.10181	0.00638	-9.1504	-140.5216	0	winter	middle	0.000096	0.043603	2.777778
277	TARA_N000002037	TARA_124	SRF	[0.8-5µm]	-9.1504	-140.522	TARA_124_SRF_0.8-5	TARA_124	ERS492825	ERR1719301|ERR868489|ERR562702|ERR1719160|ERR868363|ERR1719214	SAMEA2622770	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002037	2011-08-04T18:33	-2640	26.572419	35.384031	23.143631	0.42481	0.1494	5	24.609687	190.378187	4.965553	0.000002459	0.023188621	0.052577804	6.232079824		524.257	73.1309623718262	0.000165427569299936	0.00937	0.01184	17.599899	0.01821	0.00774	7.870713	0.1665	0.63025	6.2015	2.53325	103	34	113	13	286	241	0.269235	0.68987					0.01686	0.00746	0.01184	0.00386	0.06849	0.00312	0.10181	0.00638	-9.1504	-140.5216	0	winter	middle	0.000096	0.043603	2.777778
278	TARA_N000002039	TARA_124	SRF	[5-20µm]	-9.1504	-140.522	TARA_124_SRF_5-20	TARA_124	ERS492829	ERR1726533|ERR1711999|ERR1711882|ERR1726571|ERR562625	SAMEA2622774	SEQ-(500mL-or-15min)_W5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002039	2011-08-04T18:33	-2640	26.572419	35.384031	23.143631	0.42481	0.1494	5	24.609687	190.378187	4.965553	0.000002459	0.023188621	0.052577804	6.232079824		524.257	73.1309623718262	0.000165427569299936	0.00937	0.01184	17.599899	0.01821	0.00774	7.870713	0.1665	0.63025	6.2015	2.53325	103	34	113	13	286	241	0.269235	0.68987					0.01686	0.00746	0.01184	0.00386	0.06849	0.00312	0.10181	0.00638	-9.1504	-140.5216	0	winter	middle	0.000096	0.043603	2.777778
279	TARA_N000002041	TARA_124	SRF	[20-180µm]	-9.1463	-140.515	TARA_124_SRF_20-180	TARA_124	ERS492852	ERR1726892|ERR562491|ERR1712155|ERR1726601|ERR1711949	SAMEA2657085	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002041	2011-08-05T01:13	-3091	26.529519	35.387169	23.159537	1.2664	0.12075	5	7.597406	190.255	5.790433	0.000002459	0.023188621	0.052577804	6.232079824		524.257	68.8240127563477	0.000157498099724762	0.01003	0.01212	17.599899	0.01833	0.01112	7.870713	0.1665	0.63025	6.2015	2.53325	98	60	108	14	229	229	0.269235	0.68987					0.01706	0.0078	0.01212	0.00478	0.07057	0.00358	0.10165	0.00594	-9.1463	-140.515	0	winter	middle	0.000096	0.043603	2.777778
280	TARA_N000002043	TARA_124	SRF	[180-2000µm]	-9.1508	-140.497	TARA_124_SRF_180-2000	TARA_124	ERS492846	ERR1726657|ERR1719381|ERR1719391|ERR1719365|ERR1726763|ERR1719175|ERR562509|ERR1726608	SAMEA2656986	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000002043	2011-08-04T21:27	-2640	26.545337	35.384869	23.152838	0.85377	0.1392	5	24.496207	190.350875	5.502476	0.000002459	0.023188621	0.052577804	6.232079824		524.257	66.0634231567383	0.000144113997521345	0.00937	0.01184	17.599899	0.01821	0.00774	7.870713	0.1665	0.63025	6.2015	2.53325	103	34	113	13	286	241	0.269235	0.68987					0.01686	0.00746	0.01184	0.00386	0.06849	0.00312	0.10181	0.00638	-9.1508	-140.4969	0	winter	middle	0.000096	0.043603	2.777778
281	TARA_N000002101	TARA_147	SRF	[>0.8µm]	33.061	-66.5435	TARA_147_SRF_0.8->	TARA_147	ERS494302	ERR1719163|ERR1719366|ERR1726679|ERR1879670	SAMEA2623721	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002101	2012-02-18T14:22	-4962	20.150733	36.57475	25.923533	2.9187	0.0512	5	21.236944	213.352167	0.676878	0.001076234	0.006327717	0.059786693	0.754704962			53.7268524169922	0.000024768300136202			10.914525			8.112692	0.218	0.001	0.4035	0.797	224	56	230	16	892	230	0.386692	0.483964													33.061	-66.5435	0	winter	middle	0.003342	0.034771	0
282	TARA_N000002103	TARA_147	SRF	[0.8-5µm]	33.061	-66.5435	TARA_147_SRF_0.8-5	TARA_147	ERS494304	ERR1719478|ERR1719514|ERR868366|ERR1756169	SAMEA2623723	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002103	2012-02-18T14:22	-4962	20.150733	36.57475	25.923533	2.9187	0.0512	5	21.236944	213.352167	0.676878	0.001076234	0.006327717	0.059786693	0.754704962			53.7268524169922	0.000024768300136202			10.914525			8.112692	0.218	0.001	0.4035	0.797	224	56	230	16	892	230	0.386692	0.483964													33.061	-66.5435	0	winter	middle	0.003342	0.034771	0
283	TARA_N000002105	TARA_147	SRF	[5-20µm]	32.9701	-66.5548	TARA_147_SRF_5-20	TARA_147	ERS494322	ERR1712083|ERR1879738	SAMEA2732077	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002105	2012-02-18T21:23	-4947	20.150733	36.57475	25.923533	0.90236	0.0512	5	20.977854	213.352167	0.676878	0.001076234	0.006327717	0.059786693	0.754704962			52.3022785186768	0.000019515659005265			10.914525			8.112692	0.218	0.001	0.4035	0.797	232	13	242	13	242	289	0.386692	0.483964													32.9701	-66.5548	0	winter	middle	0.003342	0.034771	0
284	TARA_N000002107	TARA_147	SRF	[20-180µm]	32.9997	-66.5655	TARA_147_SRF_20-180	TARA_147	ERS494317	ERR1726720|ERR1719338|ERR1755916|ERR1719266	SAMEA2732044	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002107	2012-02-18T19:54	-4947	20.150733	36.57475	25.923533	2.7556	0.0512	5	20.977854	213.352167	0.676878	0.001076234	0.006327717	0.059786693	0.754704962			51.9593048095703	0.000018000000636675			10.914525			8.112692	0.218	0.001	0.4035	0.797	232	13	242	13	242	289	0.386692	0.483964													32.9997	-66.5655	0	winter	middle	0.003342	0.034771	0
285	TARA_N000002109	TARA_147	SRF	[180-2000µm]	33.0096	-66.547	TARA_147_SRF_180-2000	TARA_147	ERS494313	ERR1719280|ERR1726877|ERR1726831|ERR1755905|ERR1719177	SAMEA2731996	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002109	2012-02-18T19:10	-4962	20.150733	36.57475	25.923533	2.923	0.0512	5	20.740416	213.352167	0.676878	0.001076234	0.006327717	0.059786693	0.754704962			51.847375869751	0.000017682129509922			10.914525			8.112692	0.218	0.001	0.4035	0.797	224	56	230	16	892	230	0.386692	0.483964													33.0096	-66.547	0	winter	middle	0.003342	0.034771	0
286	TARA_N000002111	TARA_148	SRF	[>0.8µm]	31.6948	-64.2489	TARA_148_SRF_0.8->	TARA_148	ERS494339	ERR1726863|ERR1879725|ERR1879728|ERR1719238	SAMEA2623741	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002111	2012-02-24T11:40	-4473	20.481195	36.596745	25.85157	0.22385	0.04404	5	21.500162	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	54.3260688781738	0.000060163853049744			10.988774			8.107639	0.093	0.0015	0.1505	0.728	134	14	186	16	824		0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.6948	-64.2489	0	winter	middle	0.069438	0.085786	1.333333
287	TARA_N000002115	TARA_148	SRF	[5-20µm]	31.8103	-64.1348	TARA_148_SRF_5-20	TARA_148	ERS494359	ERR1756308|ERR1711920|ERR1756279|ERR1726534	SAMEA2731821	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002115	2012-02-24T15:43	-4551	20.481195	36.596745	25.85157	1.6622	0.04404	5	21.485622	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	57.1196632385254	0.000090474961325526			10.988774			8.107639	0.093	0.0015	0.1505	0.728	138	53	177	14	183	338	0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.8103	-64.1348	0	winter	middle	0.069438	0.085786	1.333333
288	TARA_N000002117	TARA_148	SRF	[20-180µm]	31.7913	-64.1522	TARA_148_SRF_20-180	TARA_148	ERS494355	ERR1719189|ERR1726625|ERR1756334|ERR1756291	SAMEA2731634	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002117	2012-02-24T15:14	-4551	20.481195	36.596745	25.85157	2.8982	0.04404	5	21.745228	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	56.930477142334	0.000073597220762167			10.988774			8.107639	0.093	0.0015	0.1505	0.728	138	53	177	14	183	338	0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.7913	-64.1522	0	winter	middle	0.069438	0.085786	1.333333
289	TARA_N000002119	TARA_148	SRF	[180-2000µm]	31.7432	-64.1967	TARA_148_SRF_180-2000	TARA_148	ERS494350	ERR1726889|ERR1719193|ERR1719289|ERR1756106	SAMEA2732099	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002119	2012-02-24T13:51	-4473	20.481195	36.596745	25.85157	7.0751	0.04404	5	21.500162	213.6889	1.009924	0.001041271	0.006396831	0.02664326	0.215206316		415.07	56.160852432251	0.000059733478337876			10.988774			8.107639	0.093	0.0015	0.1505	0.728	134	14	186	16	824		0.339952	0.515841	4282.461147	6.754100284	15942.5	0.740708268									31.7432	-64.1967	0	winter	middle	0.069438	0.085786	1.333333
290	TARA_N000002137	TARA_149	SRF	[5-20µm]	34.0533	-49.8355	TARA_149_SRF_5-20	TARA_149	ERS494422	ERR1756128|ERR1726772|ERR1712087|ERR1755942	SAMEA2731851	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002137	2012-03-01T14:59	-4818	18.82554	36.41274	26.146925	1.8231	0.08145	5	21.072706	220.9492	0.808032	0.000983844	0.011274377	0.069205704	0.470016162		555.787	69.6162376403809	0.000097328564152122											169	35	170	15	754	879	0.300514	0.556866	4325.011918	6.711311234	15145.5	0.742228822									34.0533	-49.8355	0	winter	late	0.275561	0.079308	0
291	TARA_N000002139	TARA_149	SRF	[20-180µm]	34.0639	-49.844	TARA_149_SRF_20-180	TARA_149	ERS494418	ERR1711997|ERR1755936|ERR1726867	SAMEA2731641	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002139	2012-03-01T14:22	-4818	18.82554	36.41274	26.146925	2.4058	0.08145	5	21.072706	220.9492	0.808032	0.000983844	0.011274377	0.069205704	0.470016162		555.787	70.0233421325684	0.00010114755059476											169	35	170	15	754	879	0.300514	0.556866	4325.011918	6.711311234	15145.5	0.742228822									34.0639	-49.844	0	winter	late	0.275561	0.079308	0
293	TARA_N000002145	TARA_150	DCM	[0.8-5µm]	35.8427	-37.1526	TARA_150_DCM_0.8-5	TARA_150	ERS494501	ERR1756173|ERR868511|ERR1719467	SAMEA2623839	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002145	2012-03-05T17:34	-2747	17.585567	36.285033	26.360683	2.3048	0.1418	40	0.66443	229.097917	0.61356	0.001100777	0.013435967	0.023812729	0.096477222		550.112	69.9391403198242	0.000247071831836365							0.04	0	0.1745	0.8423	61	48	105	13	547	129	0.243874	0.619626	4224.929725	6.754542143	17443.7	0.738848782									35.8427	-37.1526	0	winter	late	-0.032539	0.073051	1.388889
294	TARA_N000002147	TARA_150	DCM	[5-20µm]	35.8777	-37.1969	TARA_150_DCM_5-20	TARA_150	ERS494478	ERR1712060|ERR1726551|ERR1756265	SAMEA2731999	SEQ-(500mL-or-15min)_N5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[NAST-W] North Atlantic Subtropical Gyral Province (MRGID:21455)	TARA_N000002147	2012-03-05T16:10	-3182	17.585567	36.285033	26.360683	3.2714	0.1418	40	0.528088	229.097917	0.61356	0.001100777	0.013435967	0.023812729	0.096477222		550.112	69.3956642150879	0.000283199653495103							0.04	0	0.1745	0.8423	106	40	114	18	263	111	0.243874	0.619626	4224.929725	6.754542143	17443.7	0.738848782									35.8777	-37.1969	0	winter	late	-0.032539	0.073051	1.388889
295	TARA_N000002171	TARA_135	MES	[>3µm]	33.0339	-121.878	TARA_135_MES_3->	TARA_135	ERS493593	ERR1711864|ERR1712059|ERR1726869|ERR1879921	SAMEA2623247	SEQ-(100L-or-15min)_W>3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	3	>3.00	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_N000002171	2011-10-24T01:01	-3982	5.245492	34.352875	27.139933	1.4985	0	650	0	10.196	41.091323	0.000033604	0.022733899	0.020362165	0.539206756			93.175853729248	0.000327257293974981	0	0.0003		0	0						11	20	6	14	746	48	0.771964	0.720057					0	0	0.0003	0	0	0	0	0	33.0339	-121.8782	0	autumn	middle	-1.155182	0.047316	41.666667
296	TARA_N000002172	TARA_135	MES	[0.8-3µm]	33.0339	-121.878	TARA_135_MES_0.8-3	TARA_135	ERS493592	ERR873960|ERR1879799|ERR873967|ERR1712034|ERR1711925	SAMEA2623246	SEQ-(100L-or-15min)_W0.8-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.8	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_N000002172	2011-10-24T01:01	-3982	5.245492	34.352875	27.139933	1.4985	0	650	0	10.196	41.091323	0.000033604	0.022733899	0.020362165	0.539206756			93.175853729248	0.000327257293974981	0	0.0003		0	0						11	20	6	14	746	48	0.771964	0.720057					0	0	0.0003	0	0	0	0	0	33.0339	-121.8782	0	autumn	middle	-1.155182	0.047316	41.666667
297	TARA_N000002175	TARA_135	SRF	[180-2000µm]	33.008	-121.758	TARA_135_SRF_180-2000	TARA_135	ERS493526	ERR1756284|ERR1719494|ERR1726747|ERR1726923|ERR1719505	SAMEA2732932	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_N000002175	2011-10-23T16:15	-4001	17.33733	33.44056	24.23759	1.3733	0.14508	5	7.920493	228.24455	0	0.000033604	0.022733899	0.020362165	0.539206756					0.00825	0.0308		0.0643	0		0.015167	0.288583	0.029292	1.223291	27	32	40	14	568	568	0.771964	0.720057					0.03535	0.01055	0.0308	0.00475	0.1048	0.004	0.0889	0.00975	33.008	-121.7579	0	autumn	middle	-1.155182	0.047316	41.666667
298	TARA_N000002179	TARA_135	SRF	[0.8-5µm]	32.9986	-121.77	TARA_135_SRF_0.8-5	TARA_135	ERS493519	ERR1719155|ERR1719181|ERR868433|ERR1756220	SAMEA2623206	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_N000002179	2011-10-23T14:24	-4012	17.46236	33.468295	24.22939	0.10098	0.16416	5	7.813335	226.8945	0	0.000033604	0.022733899	0.020362165	0.539206756					0.00825	0.0308		0.0643	0		0.015167	0.288583	0.029292	1.223291	33	33	44	14	679	43	0.771964	0.720057					0.03535	0.01055	0.0308	0.00475	0.1048	0.004	0.0889	0.00975	32.9986	-121.7698	0	autumn	early	-1.155182	0.047316	41.666667
299	TARA_N000002183	TARA_135	DCM	[>0.8µm]	32.931	-121.865	TARA_135_DCM_0.8->	TARA_135	ERS493555	ERR1712091|ERR1726848|ERR1711927|ERR1879671	SAMEA2623226	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_N000002183	2011-10-23T21:22	-4049	16.2703	33.417845	24.46531	6.8776	0.19488	30	0.390236	226.2744	0.065956	0.000033604	0.022733899	0.020362165	0.539206756					0.0271	0.09525		0.1078	0		0.128209	0.370333	1.011	1.615166	30	30	43	13	511	38	0.771964	0.720057					0.0798	0.0254	0.09525	0.0147	0.1553	0.00655	0.06065	0.009	32.931	-121.8645	0	autumn	middle	-1.155182	0.047316	41.666667
300	TARA_N000002185	TARA_135	SRF	[5-20µm]	33.0007	-121.87	TARA_135_SRF_5-20	TARA_135	ERS493536	ERR1726888|ERR1756055|ERR1719176|ERR1726702|ERR1719480	SAMEA2732214	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_N000002185	2011-10-23T20:41	-4001	17.01107	33.41376	24.29167	2.8706	0.12462	5	7.776978	230.6281	0	0.000033604	0.022733899	0.020362165	0.539206756					0.00825	0.0308		0.0643	0		0.015167	0.288583	0.029292	1.223291	27	32	40	14	568	568	0.771964	0.720057					0.03535	0.01055	0.0308	0.00475	0.1048	0.004	0.0889	0.00975	33.0007	-121.8701	0	autumn	middle	-1.155182	0.047316	41.666667
